symbol,kind,parent_class,header,signature,line,prod_usage_count,prod_reachable,churn_12m,workflows_direct,header_basename_collision,name_uniqueness,match_confidence
angle2Alphad,f,o2::math_utils,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/Utils.h,(double phi),208,0,true,0,0,false,unique,high
angle2Sector,f,o2::math_utils,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/Utils.h,(float phi),183,4,true,0,2,false,unique,high
angle2Sectord,f,o2::math_utils,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/Utils.h,(double phi),188,0,true,0,0,false,unique,high
ansVersionFromString,f,o2::ctf,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/ANSHeader.h,(const std::string & ansVersionString),57,1,true,0,0,false,unique,high
appendToTree,p,o2::ctf::EncodedBlocks,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/EncodedBlocks.h,"(TTree & tree,const std::string & name) const",489,14,true,0,0,false,unique,high
applyMargins,p,o2::utils::IRFrameSelector,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/IRFrameSelector.h,"(size_t bwd,size_t fwd,long shift,bool removeOverlaps=true)",43,0,true,0,0,false,unique,high
asService,f,o2::conf::SimConfig,/Users/miranov25/alicesw/O2/Common/SimConfig/include/SimConfig/SimConfig.h,() const,173,3,true,0,3,false,unique,high
asString,p,o2::math_utils::detail::Bracket,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/detail/Bracket.h,() const,80,-1,true,0,-1,false,ambiguous,ambiguous
asString,p,o2::ctf::CTFDictHeader,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/CTFDictHeader.h,() const,44,-1,true,0,-1,false,ambiguous,ambiguous
asString,p,o2::ctf::CTFIOSize,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/CTFIOSize.h,() const,48,-1,true,0,-1,false,ambiguous,ambiguous
asString,p,o2::dataformats::FileMetaData,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/FileMetaData.h,() const,50,-1,true,0,-1,false,ambiguous,ambiguous
asString,p,o2::mch::raw,/Users/miranov25/alicesw/O2/Detectors/MUON/MCH/Raw/Common/include/MCHRawCommon/SampaCluster.h,(const SampaCluster & sc),106,-1,true,0,-1,false,ambiguous,ambiguous
assertNotMixingClusters,f,o2::mch::raw,/Users/miranov25/alicesw/O2/Detectors/MUON/MCH/Raw/Common/include/MCHRawCommon/SampaCluster.h,(const std::vector<SampaCluster> & data),85,0,true,0,0,false,unique,high
assignmentImpl,p,o2::conf::_ParamHelper,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/ConfigurableParamHelper.h,"(std::string const & mainkey,TClass * cl,void * to,void * from,std::map<std::string,ConfigurableParam::EParamProvenance> * provmap,size_t offset)",56,0,true,0,0,false,unique,high
attachToGlobalSegment,p,o2::utils::ShmManager,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/ShmManager.h,(),76,0,true,0,0,false,unique,high
beginsWith,f,o2::utils::Str,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/StringUtils.h,"(const std::string & s,const std::string & start)",131,0,true,0,0,false,unique,high
bit2Mask,f,o2::math_utils::detail,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/detail/bitOps.h,"(T first,Args...args)",46,63,true,0,3,false,unique,high
boostHistoFromRoot_2D,f,o2::utils,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/BoostHistogramUtils.h,(TH2D * inHist2D),430,0,true,0,0,false,unique,high
boosthistoFromRoot_1D,f,o2::utils,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/BoostHistogramUtils.h,(TH1D * inHist1D),405,0,true,0,0,false,unique,high
bringTo02PiGen,f,o2::math_utils,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/Utils.h,(float & phi),80,-1,true,0,-1,false,ambiguous,ambiguous
bringTo02PiGen,f,o2::math_utils::detail,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/detail/trigonometric.h,(T & phi),69,-1,true,0,-1,false,ambiguous,ambiguous
bringTo02PiGend,f,o2::math_utils,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/Utils.h,(double & phi),85,0,true,0,0,false,unique,high
bringToPMPi,f,o2::math_utils,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/Utils.h,(float & phi),100,5,true,0,0,false,unique,high
bringToPMPiGen,f,o2::math_utils,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/Utils.h,(float & phi),60,-1,true,0,-1,false,ambiguous,ambiguous
bringToPMPiGen,f,o2::math_utils::detail,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/detail/trigonometric.h,(T & phi),108,-1,true,0,-1,false,ambiguous,ambiguous
bringToPMPiGend,f,o2::math_utils,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/Utils.h,(double & phi),65,0,true,0,0,false,unique,high
bringToPMPid,f,o2::math_utils,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/Utils.h,(double & phi),105,0,true,0,0,false,unique,high
buildFileName,p,o2::base::NameConf,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/NameConf.h,"(const std::string_view prefix,const std::string_view delimiter,const std::string_view defPrefix,const std::string_view defName,const std::string_view extension,const std::string_view optDir="""")",108,0,true,0,0,false,unique,high
calculateNDestTElements,f,o2::ctf,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/EncodedBlocks.h,(size_t nElems),103,0,true,0,0,false,unique,high
calculatePaddedSize,f,o2::ctf,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/EncodedBlocks.h,(size_t nElems),110,0,true,0,0,false,unique,high
check,f,o2::utils::IRFrameSelector,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/IRFrameSelector.h,"(const o2::InteractionRecord & ir,size_t bwd=0,size_t fwd=0)",28,418,true,0,46,false,unique,low
checkANSVersion,f,o2::ctf::EncodedBlocks,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/EncodedBlocks.h,(ANSHeader ansVersion) const,567,0,true,0,0,false,unique,high
checkStream,p,o2::utils::DebugStreamer,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/DebugStreamer.h,"(const StreamFlags streamFlag,const size_t samplingID=-1,const float weight=1)",156,5,true,0,0,false,unique,high
cleanup,p,o2::utils::FileFetcher,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/FileFetcher.h,(),69,14,true,0,3,false,unique,medium
clear,f,o2::math_utils::detail::StatAccumulator,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/detail/StatAccumulator.h,(),80,-1,true,0,-1,false,ambiguous,ambiguous
clear,f,o2::utils::FIFO,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/FIFO.h,(),37,-1,true,0,-1,false,ambiguous,ambiguous
clear,p,o2::utils::IRFrameSelector,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/IRFrameSelector.h,(),41,-1,true,0,-1,false,ambiguous,ambiguous
clear,f,o2::utils::RootSerializableKeyValueStore,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/RootSerializableKeyValueStore.h,(),150,-1,true,0,-1,false,ambiguous,ambiguous
clear,f,o2::ctf::ANSHeader,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/ANSHeader.h,(),31,-1,true,0,-1,false,ambiguous,ambiguous
clear,p,o2::ctf::EncodedBlocks,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/EncodedBlocks.h,(),463,-1,true,0,-1,false,ambiguous,ambiguous
clear,f,o2::ctf::Metadata,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/Metadata.h,(),66,-1,true,0,-1,false,ambiguous,ambiguous
cloneHeader,f,o2::ctf::EncodedBlocks,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/EncodedBlocks.h,() const,350,0,true,0,0,false,unique,high
compactify,f,o2::ctf::EncodedBlocks,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/EncodedBlocks.h,(),466,1,true,0,0,false,unique,medium
computePackedIncompressibleSize,p,o2::ctf::internal::ExternalEntropyCoder,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/internal/ExternalEntropyCoder.h,() const,56,1,true,0,0,false,unique,high
computePayloadSizeEstimate,p,o2::ctf::internal::ExternalEntropyCoder,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/internal/ExternalEntropyCoder.h,"(size_t nElements,double_t safetyFactor=1)",44,1,true,0,0,false,unique,high
concat_string,f,o2::utils::Str,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/StringUtils.h,(Ts const &...ts),141,15,true,0,0,false,unique,high
configFileExists,p,o2::conf::ConfigurableParam,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/ConfigurableParam.h,(std::string const & filepath),183,0,true,0,0,false,unique,high
construct,f,o2::utils::ShmAllocator,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/ShmAllocator.h,"(pointer p,const value_type & value)",80,21,true,0,4,false,unique,medium
contains,f,o2::conf::EnumRegistry,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/ConfigurableParam.h,(const std::string & key) const,122,-1,true,0,-1,false,ambiguous,ambiguous
contains,f,o2::utils::EnumFlags,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/EnumFlags.h,(const EnumFlags & other) const,682,-1,true,0,-1,false,ambiguous,ambiguous
copyFile,p,o2::utils::FileFetcher,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/FileFetcher.h,(size_t id),88,0,true,0,0,false,unique,high
copyFrom,f,o2::utils::RootSerializableKeyValueStore,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/RootSerializableKeyValueStore.h,(RootSerializableKeyValueStore const & other),159,4,true,0,0,false,unique,high
copyToFlat,p,o2::ctf::EncodedBlocks,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/EncodedBlocks.h,(V & vec),483,0,true,0,0,false,unique,high
count,f,o2::utils::details::enum_flags::FlagsHelper,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/EnumFlags.h,(),161,231,true,0,64,false,unique,low
create,p,o2::ctf::EncodedBlocks,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/EncodedBlocks.h,(VD & v),451,302,true,0,38,false,unique,medium
createCopyName,p,o2::utils::FileFetcher,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/FileFetcher.h,(const std::string & fname) const,87,0,true,0,0,false,unique,high
createDictionaryBlocks,p,o2::ctf::EncodedBlocks,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/EncodedBlocks.h,"(const std::vector<rans::DenseHistogram<int32_t>> & vfreq,const std::vector<Metadata> & prbits)",519,0,true,0,0,false,unique,high
createDirectoriesIfAbsent,p,o2::utils,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/FileSystemUtils.h,(std::string const & path),33,1,true,0,1,false,unique,high
createErrorMessageFitGaus,p,o2::utils,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/BoostHistogramUtils.h,(o2::utils::FitGausError_t errorcode),237,1,true,0,0,false,unique,high
createFileImage,f,o2::utils::MemFileHelper,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/MemFileHelper.h,"(const T & obj,const std::string & fileName,const std::string & optName="""")",68,1,true,0,0,false,unique,high
createGlobalSegment,p,o2::utils::ShmManager,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/ShmManager.h,(int nsubsegments=1),69,1,true,0,1,false,unique,high
createSimVector,f,o2::utils,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/ShmAllocator.h,(),109,1,true,0,0,false,unique,high
createTMemFile,f,o2::utils::MemFileHelper,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/MemFileHelper.h,"(const T & obj,const std::string & fName,const std::string & optName="""")",47,0,true,0,0,false,unique,high
create_unique_path,p,o2::utils::Str,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/StringUtils.h,"(const std::string_view prefix="""",int length=16)",168,0,true,0,0,false,unique,high
deallocate,f,o2::utils::ShmAllocator,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/ShmAllocator.h,"(pointer p,size_type s)",70,-1,true,0,-1,false,ambiguous,ambiguous
deallocate,p,o2::gpu::ThrustVolatileAllocator,/Users/miranov25/alicesw/O2/GPU/Common/GPUCommonHelpers.h,"(char * ptr,size_t)",74,-1,true,0,-1,false,ambiguous,ambiguous
decode,p,o2::ctf::EncodedBlocks,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/EncodedBlocks.h,"(D_IT dest,int slot,const std::any & decoderExt={}) const",515,129,true,0,2,false,unique,medium
decodeCompatImpl,p,o2::ctf::EncodedBlocks,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/EncodedBlocks.h,"(dst_IT dest,int slot,const std::any & decoderExt) const",638,0,true,0,0,false,unique,high
decodeCopyImpl,p,o2::ctf::EncodedBlocks,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/EncodedBlocks.h,"(dst_IT dest,int slot) const",647,0,true,0,0,false,unique,high
decodeRansV1Impl,p,o2::ctf::EncodedBlocks,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/EncodedBlocks.h,"(dst_IT dest,int slot,const std::any & decoderExt) const",641,0,true,0,0,false,unique,high
decodeUnpackImpl,p,o2::ctf::EncodedBlocks,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/EncodedBlocks.h,"(dst_IT dest,int slot) const",644,0,true,0,0,false,unique,high
delta,p,o2::math_utils::detail::Bracket,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/detail/Bracket.h,() const,66,139,true,0,0,false,unique,low
describe,p,o2::ctf::CTFHeader,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/CTFHeader.h,() const,35,42,true,0,2,false,unique,medium
deserialize,f,o2::utils::EnumFlags,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/EnumFlags.h,(const std::string & data),654,19,true,0,0,false,unique,medium
destroy,f,o2::utils::ShmAllocator,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/ShmAllocator.h,(pointer p),91,18,true,0,2,false,unique,medium
detach,f,o2::conf::ConfigurableParamPromoter,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/ConfigurableParamHelper.h,() const,218,4,true,0,4,false,unique,medium
determineActiveModules,p,o2::conf::SimConfig,/Users/miranov25/alicesw/O2/Common/SimConfig/include/SimConfig/SimConfig.h,"(std::vector<std::string> const & input,std::vector<std::string> const & skipped,std::vector<std::string> & active,bool isUpgrade=false)",144,0,true,0,0,false,unique,high
determineActiveModulesList,p,o2::conf::SimConfig,/Users/miranov25/alicesw/O2/Common/SimConfig/include/SimConfig/SimConfig.h,"(const std::string & version,std::vector<std::string> const & input,std::vector<std::string> const & skipped,std::vector<std::string> & active)",145,1,true,0,1,false,unique,high
determineReadoutDetectors,p,o2::conf::SimConfig,/Users/miranov25/alicesw/O2/Common/SimConfig/include/SimConfig/SimConfig.h,"(std::vector<std::string> const & active,std::vector<std::string> const & enabledRO,std::vector<std::string> const & skippedRO,std::vector<std::string> & finalRO)",146,1,true,0,1,false,unique,high
dim3,s,,/Users/miranov25/alicesw/O2/GPU/Common/GPUCommonDefAPI.h,,75,0,true,0,0,false,unique,low
disable,f,o2::utils::ShmManager,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/ShmManager.h,(),99,447,true,0,414,false,unique,medium
disableStream,p,o2::utils::DebugStreamer,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/DebugStreamer.h,(const StreamFlags streamFlag),151,0,true,0,0,false,unique,high
discardFile,p,o2::utils::FileFetcher,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/FileFetcher.h,(const std::string & fname),79,0,true,0,0,false,unique,high
do_make,f,o2::math_utils::detail::row_offsets_utils,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/SMatrixGPU.h,"(F f,indices<I...>)",286,0,true,0,0,false,unique,high
downsampleTsallisCharged,p,o2::math_utils::Tsallis,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/Tsallis.h,"(float pt,float factorPt,float sqrts,float & weight,float rnd,float mass=0.13957)",42,1,true,0,1,false,unique,high
dump,p,o2::ctf::EncodedBlocks,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/EncodedBlocks.h,"(const std::string & prefix="""",int ncol=20) const",524,74,true,0,8,false,unique,low
empty,f,o2::utils::FIFO,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/FIFO.h,() const,43,-1,true,0,-1,false,ambiguous,ambiguous
empty,f,o2::ctf::EncodedBlocks,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/EncodedBlocks.h,() const,457,-1,true,0,-1,false,ambiguous,ambiguous
enableStream,p,o2::utils::DebugStreamer,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/DebugStreamer.h,(const StreamFlags streamFlag),148,0,true,0,0,false,unique,high
encode,f,o2::ctf::EncodedBlocks,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/EncodedBlocks.h,"(const VE & src,int slot,uint8_t symbolTablePrecision,Metadata::OptStore opt,buffer_T * buffer=nullptr,const std::any & encoderExt={},float memfc=1.f)",500,-1,true,0,-1,false,ambiguous,ambiguous
encode,p,o2::ctf::internal::ExternalEntropyCoder,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/internal/ExternalEntropyCoder.h,"(src_IT srcBegin,src_IT srcEnd,dst_IT dstBegin,dst_IT dstEnd)",47,-1,true,0,-1,false,ambiguous,ambiguous
encode,p,o2::ctf::internal::InplaceEntropyCoder,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/internal/InplaceEntropyCoder.h,"(src_IT srcBegin,src_IT srcEnd,dst_IT dstBegin,dst_IT dstEnd)",80,-1,true,0,-1,false,ambiguous,ambiguous
encodeRANSV1External,p,o2::ctf::EncodedBlocks,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/EncodedBlocks.h,"(const input_IT srcBegin,const input_IT srcEnd,int slot,const std::any & encoderExt,buffer_T * buffer=nullptr,double_t sizeEstimateSafetyFactor=1)",601,0,true,0,0,false,unique,high
encodeRANSV1Inplace,p,o2::ctf::EncodedBlocks,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/EncodedBlocks.h,"(const input_IT srcBegin,const input_IT srcEnd,int slot,Metadata::OptStore opt,buffer_T * buffer=nullptr,double_t sizeEstimateSafetyFactor=1)",604,0,true,0,0,false,unique,high
endsWith,f,o2::utils::Str,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/StringUtils.h,"(const std::string & s,const std::string & ending)",126,0,true,0,0,false,unique,high
entropyCodeRANSCompat,p,o2::ctf::EncodedBlocks,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/EncodedBlocks.h,"(const input_IT srcBegin,const input_IT srcEnd,int slot,uint8_t symbolTablePrecision,buffer_T * buffer=nullptr,const std::any & encoderExt={},float memfc=1.f)",595,0,true,0,0,false,unique,high
entropyCodeRANSV1,p,o2::ctf::EncodedBlocks,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/EncodedBlocks.h,"(const input_IT srcBegin,const input_IT srcEnd,int slot,Metadata::OptStore opt,buffer_T * buffer=nullptr,const std::any & encoderExt={},float memfc=1.f)",598,0,true,0,0,false,unique,high
estimateBlockSize,f,o2::ctf::EncodedBlocks,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/EncodedBlocks.h,(int n),454,0,true,0,0,false,unique,high
estimateSize,p,o2::ctf::EncodedBlocks,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/EncodedBlocks.h,() const,548,2,true,0,0,false,unique,high
estimateSizeFromMetadata,p,o2::ctf::EncodedBlocks,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/EncodedBlocks.h,() const,551,0,true,0,0,false,unique,high
eval,p,o2::math_utils::detail::IntervalXY,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/detail/IntervalXY.h,(T t) const,66,0,true,0,0,false,unique,low
expand,p,o2::ctf::EncodedBlocks,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/EncodedBlocks.h,"(buffer_T & buffer,size_t newsizeBytes)",479,9,true,0,0,false,unique,medium
expandShellVarsInFileName,p,o2::utils,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/FileSystemUtils.h,(std::string const & input),40,0,true,0,0,false,unique,high
expandStorage,p,o2::ctf::EncodedBlocks,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/EncodedBlocks.h,"(size_t slot,size_t nElemets,T * buffer=nullptr)",565,0,true,0,0,false,unique,high
extraFeeIdChargeSumMask,p,o2::mch::raw,/Users/miranov25/alicesw/O2/Detectors/MUON/MCH/Raw/Common/include/MCHRawCommon/DataFormats.h,(),120,0,true,0,0,false,unique,high
extraFeeIdVersionMask,p,o2::mch::raw,/Users/miranov25/alicesw/O2/Detectors/MUON/MCH/Raw/Common/include/MCHRawCommon/DataFormats.h,(),123,0,true,0,0,false,unique,high
fetcher,p,o2::utils::FileFetcher,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/FileFetcher.h,(),90,15,true,0,14,false,unique,medium
fillFileData,p,o2::dataformats::FileMetaData,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/FileMetaData.h,"(const std::string & fname,bool fillmd5=false,const std::string & tmpEnding="""")",48,1,true,0,0,false,unique,high
fillFlatCopy,p,o2::ctf::EncodedBlocks,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/EncodedBlocks.h,(EncodedBlocks & dest) const,554,0,true,0,0,false,unique,high
fillKeyValuesImpl,p,o2::conf::_ParamHelper,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/ConfigurableParamHelper.h,"(std::string const & mainkey,TClass * cl,void *,boost::property_tree::ptree *,std::map<std::string,std::pair<std::type_info const &,void * >> *,EnumRegistry *,size_t offset)",50,0,true,0,0,false,unique,high
fillMatrixCache,p,o2::detectors::DetMatrixCache,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/DetMatrixCache.h,(int mask),107,19,true,0,3,false,unique,high
fillTreeBranch,p,o2::ctf::EncodedBlocks,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/EncodedBlocks.h,"(TTree & tree,const std::string & brname,D & dt,int compLevel,int splitLevel=99)",558,0,true,0,0,false,unique,high
filterSkippedElements,p,o2::conf::SimConfig,/Users/miranov25/alicesw/O2/Common/SimConfig/include/SimConfig/SimConfig.h,"(std::vector<std::string> & elements,std::vector<std::string> const & skipped)",190,0,true,0,0,false,unique,high
findClosestIndices,f,o2::math_utils,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/fit.h,"(const std::vector<DataTimeType> & timestamps,DataTime timestamp)",796,0,true,0,0,false,unique,high
findScope,f,o2::utils::details::enum_flags::FlagsHelper,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/EnumFlags.h,(std::string_view s),213,0,true,0,0,false,unique,high
fitBoostHistoWithGaus,f,o2::utils,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/BoostHistogramUtils.h,(boost::histogram::histogram<axes...> & hist),398,1,true,0,0,false,unique,high
fitGaus,f,o2::math_utils,/Users/miranov25/alicesw/O2/Common/MathUtils/include/MathUtils/fit.h,"(const size_t nBins,const T * arr,const T xMin,const T xMax,std::vector<T> & param)",232,-1,true,0,-1,false,ambiguous,ambiguous
fitGaus,f,o2::utils,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/BoostHistogramUtils.h,"(Iterator first,Iterator last,BinCenterView axisfirst,const bool ignoreUnderOverflowBin=true)",250,-1,true,0,-1,false,ambiguous,ambiguous
fitResult,p,o2::utils::fitResult,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/BoostHistogramUtils.h,(),185,0,true,0,0,false,unique,high
flat,f,o2::ctf::EncodedBlocks,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/EncodedBlocks.h,() const,460,106,true,0,8,false,unique,low
float2,s,,/Users/miranov25/alicesw/O2/GPU/Common/GPUCommonDefAPI.h,,64,3,true,0,0,false,unique,medium
float3,s,,/Users/miranov25/alicesw/O2/GPU/Common/GPUCommonDefAPI.h,,63,1,true,0,0,false,unique,medium
float4,s,,/Users/miranov25/alicesw/O2/GPU/Common/GPUCommonDefAPI.h,,62,0,true,0,0,false,unique,medium
flush,p,o2::utils::DebugStreamer,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/DebugStreamer.h,(),107,44,true,0,12,false,unique,low
forwardKine,f,o2::conf::SimConfig,/Users/miranov25/alicesw/O2/Common/SimConfig/include/SimConfig/SimConfig.h,() const,178,1,true,0,1,false,unique,high
freeSimVector,f,o2::utils,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/ShmAllocator.h,(std::vector<T> * ptr),122,1,true,0,0,false,unique,high
freememblock,p,o2::utils::ShmManager,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/ShmManager.h,"(void *,std::size_t=1)",81,3,true,0,0,false,unique,medium
fromCCDB,p,o2::conf::ConfigurableParam,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/ConfigurableParam.h,(std::string filename),257,0,true,0,0,false,unique,high
fromString,f,o2::utils::details::enum_flags::FlagsHelper,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/EnumFlags.h,(std::string_view str),260,3,true,0,1,false,unique,high
front,f,o2::utils::FIFO,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/FIFO.h,(),73,58,true,0,9,false,unique,low
frontPtr,f,o2::utils::FIFO,/Users/miranov25/alicesw/O2/Common/Utils/include/CommonUtils/FIFO.h,(),91,0,true,0,0,false,unique,high
getANSHeader,f,o2::ctf::EncodedBlocks,/Users/miranov25/alicesw/O2/DataFormats/Detectors/Common/include/DetectorsCommonDataFormats/EncodedBlocks.h,(),433,0,true,0,0,false,unique,high
